GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Entando K8S Controller for Entando App Plugin Links,org.entando.kubernetes.controller.link,EntandoLinkedPluginIngressing.new IngressingPathOnPort() {...},32,0,0,0,4,0,4,0,4,0
Entando K8S Controller for Entando App Plugin Links,org.entando.kubernetes.controller.link,EntandoLinkedPluginIngressing,78,0,0,0,15,0,9,0,9,0
Entando K8S Controller for Entando App Plugin Links,org.entando.kubernetes.controller.link,EntandoAppPluginLinkController,114,0,0,0,25,0,6,0,6,0
Entando K8S Controller for Entando App Plugin Links,org.entando.kubernetes.controller.link,LinkAppToPluginCommand,229,0,4,0,41,0,10,0,8,0
